epoch,audience_reserve,ar_ratio,treasury,treasury_runway_estimate,total_acr_issued,total_acr_vesting,total_acr_available,total_acr_queued,total_acr_settled,settlement_requested_z1u_epoch,settlement_executed_z1u_epoch,settlement_queue_z1u,settlement_pressure_ratio,utility_spend_epoch,treasury_fees_epoch,provider_payments_epoch,z1u_burned_epoch,cumulative_z1u_burned,brand_inflow_epoch,throttle_multiplier,throttle_active,ar_floor_breach,repetition_run,iteration_time
15,950000.0,0.95,155629.58631428189,9999.0,2725961.538461541,545192.3076923077,1015836.831581806,594014.1299566558,570918.2692307691,0,49999.99999999999,594014.1299566558,11.880282599133116,50158.03343804187,2507.9016719020938,45142.23009423768,2507.9016719020938,26547.8555450511,10000.0,1.0,0,0,0,14
16,900000.0,0.9,168139.208264816,9999.0,2907692.3076923103,545192.3076923077,1051995.09237498,689586.6383942511,620918.2692307691,0,49999.999999999985,689586.6383942512,13.791732767885025,50192.439010682356,2509.6219505341182,45173.19510961412,2509.6219505341182,29057.47749558522,10000.0,1.0,0,0,0,15
17,850000.0,0.85,180649.82870690778,9999.0,3089423.07692308,545192.3076923077,1084392.4826409759,788920.0173590246,670918.2692307691,0,49999.999999999985,788920.0173590247,15.778400347180495,50212.40884183565,2510.6204420917825,45191.167957652084,2510.6204420917825,31568.097937677005,10000.0,1.0,0,0,0,16
18,800000.0,0.8,193160.97742645384,9999.0,3271153.8461538493,545192.3076923077,1113441.5200823313,891601.7491484382,720918.2692307691,0,50000.0,891601.7491484382,17.832034982968764,50222.97439092153,2511.148719546077,45200.67695182937,2511.148719546077,34079.24665722308,10000.0,1.0,0,0,0,17
19,750000.0,0.75,205672.3439109795,9999.0,3452884.6153846188,545192.3076923077,1139504.2951537338,997269.7433078049,770918.2692307691,0,50000.0,997269.7433078048,19.945394866156096,50227.329690513434,2511.3664845256717,45204.59672146209,2511.3664845256717,36590.61314174875,10000.0,1.0,0,0,0,18
20,700000.0,0.7,218183.7205942368,9999.0,3634615.3846153882,545192.3076923077,1162899.834782261,1105604.972910047,820918.2692307691,0,50000.000000000015,1105604.9729100468,22.112099458200937,50227.53366514624,2511.3766832573124,45204.780298631624,2511.3766832573124,39101.98982500606,10000.0,1.0,0,0,0,19
21,649999.9999999999,0.6499999999999999,230694.96743586005,9999.0,3816346.1538461577,545192.3076923077,1183910.1386163104,1216325.4383067666,870918.2692307691,0,50000.00000000001,1216325.4383067663,24.326508766135326,50224.93683246468,2511.246841623234,45202.44314921821,2511.246841623234,41613.236666629295,10000.0,1.0,0,0,0,20
22,599999.9999999999,0.5999999999999999,243205.98954279657,9999.0,3998076.923076927,545192.3076923077,1202785.1726653427,1329181.1734885038,920918.2692307692,0,50000.000000000015,1329181.1734885033,26.583623469770068,50220.44213872998,2511.022106936499,45198.39792485698,2511.022106936499,44124.258773565794,10000.0,1.0,0,0,0,21
23,550000.0,0.55,255716.72282165696,9999.0,4179807.6923076967,545192.3076923077,1219747.0369415258,1443950.07844309,970918.2692307692,0,50000.000000000015,1443950.0784430893,28.879001568861785,50214.66557720838,2510.7332788604194,45193.19901948754,2510.7332788604194,46634.99205242621,10000.0,1.0,0,0,0,22
24,500000.0,0.5,268227.12462092476,9999.0,4361538.461538466,545192.3076923077,1234993.4729240895,1560434.4116912954,1020918.2692307692,0,50000.000000000015,1560434.411691295,31.2086882338259,50208.035985355535,2510.401799267777,45187.23238681998,2510.401799267777,49145.39385169399,10000.0,1.0,0,0,0,23
25,730737.167507675,0.730737167507675,0.0,0.0,4543269.230769234,545192.3076923077,1248700.8386548706,1678457.8151912836,1070918.2692307692,0,50000.000000000015,1678457.8151912831,33.569156303825665,50200.85773500482,2510.0428867502415,45180.77196150434,2510.0428867502415,51655.43673844423,10000.0,1.0,0,0,0,24
26,680737.167507675,0.680737167507675,12509.66753188416,9999.0,4725000.000000002,545192.3076923077,1261026.6506700143,1797862.7724069091,1120918.2692307692,0,50000.000000000015,1797862.7724069087,35.95725544813818,50193.350637683194,2509.66753188416,45174.015573914876,2509.66753188416,54165.10427032839,10000.0,1.0,0,0,0,25
27,630737.167507675,0.6307371675076751,25018.95131930141,9999.0,4906730.76923077,545192.3076923077,1272111.7703352745,1918508.421972418,1170918.2692307692,0,50000.000000000015,1918508.4219724175,38.37016843944835,50185.67574834501,2509.2837874172506,45167.10817351051,2509.2837874172506,56674.388057745644,10000.0,1.0,0,0,0,26
28,580737.167507675,0.580737167507675,37527.84893713497,9999.0,5088461.538461538,545192.3076923077,1282082.295697863,2040268.6658405988,1220918.2692307692,0,50000.000000000015,2040268.665840598,40.80537331681196,50177.95235667131,2508.8976178335656,45160.15712100419,2508.8976178335656,59183.2856755792,10000.0,1.0,0,0,0,27
29,530737.167507675,0.530737167507675,50036.362407440065,9999.0,5270192.307692306,545192.3076923077,1291051.2073871617,2163030.5233820695,1270918.2692307695,0,50000.00000000002,2163030.5233820686,43.26061046764137,50170.269406101885,2508.5134703050944,45153.2424654917,2508.5134703050944,61691.799145884295,10000.0,1.0,0,0,0,28
30,543281.6645820925,0.5432816645820926,0.0,0.0,5451923.076923074,545192.3076923077,1299119.807423804,2286692.692576196,1320918.2692307695,0,50000.00000000002,2286692.692576195,45.733853851523904,50162.69333954842,2508.134666977421,45146.42400559358,2508.134666977421,64199.93381286172,10000.0,1.0,0,0,0,29
31,505789.42826287606,0.5057894282628761,0.0,9999.0,5633653.846153842,545192.3076923077,1306378.9823154155,2411164.286915354,1370918.2692307695,0,50000.00000000004,2411164.2869153526,48.22328573830705,50155.273615670485,2507.7636807835243,45139.74625410343,2507.7636807835243,66707.69749364525,10000.0,1.0,0,0,0,30
32,468296.83059677074,0.46829683059677074,0.0,0.0,5815384.61538461,545192.3076923077,1312910.315994698,2536363.722466841,1420918.2692307695,0,50000.00000000002,2536363.7224668395,50.72727444933679,50148.04667789483,2507.402333894742,45133.24201010535,2507.402333894742,69215.09982753999,10000.0,1.0,0,0,0,31
33,430803.88254048297,0.43080388254048296,0.0,9999.0,5997115.384615378,545192.3076923077,1318787.0735933904,2662217.734098918,1470918.2692307695,0,50000.00000000002,2662217.7340989164,53.24435468197833,50141.03887424483,2507.0519437122416,45126.93498682034,2507.0519437122416,71722.15177125223,10000.0,1.0,0,0,0,32
34,393310.5959729755,0.39331059597297546,0.0,9999.0,6178846.153846147,545192.3076923077,1324075.0734455457,2788660.5034775315,1520918.2692307695,0,50000.000000000015,2788660.5034775306,55.77321006955061,50134.26864985045,2506.7134324925228,45120.841784865406,2506.7134324925228,74228.86520374475,10000.0,1.0,0,0,0,33
35,355816.9833841607,0.3558169833841607,0.0,9999.0,6360576.923076915,545192.3076923077,1328833.4618511815,2915632.8843026645,1570918.2692307697,0,50000.00000000002,2915632.8843026636,58.31265768605327,50127.74822370367,2506.3874111851837,45114.9734013333,2506.3874111851837,76735.25261492992,10000.0,1.0,0,0,0,34
36,318323.05762872973,0.31832305762872976,0.0,9999.0,6542307.692307683,545192.3076923077,1333115.4028374942,3043081.7125471216,1620918.26923077,0,50000.00000000003,3043081.7125471197,60.861634250942394,50121.48489138122,2506.074244569061,45109.3364022431,2506.074244569061,79241.326859499,10000.0,1.0,0,0,0,35
37,280828.83173126186,0.2808288317312619,0.0,9999.0,6724038.461538451,545192.3076923077,1336968.693301437,3170959.191313948,1670918.26923077,0,50000.00000000003,3170959.1913139466,63.41918382627893,50115.48205064238,2505.7741025321193,45103.93384557815,2505.7741025321193,81747.10096203111,10000.0,0.5,1,1,0,36
38,243334.31873214216,0.24333431873214215,0.0,9999.0,6814903.846153836,454326.9230769231,1340436.31240738,3299222.3414387745,1720918.26923077,0,50000.00000000002,3299222.341438773,65.98444682877546,50109.74001760573,2505.487000880287,45098.766015845154,2505.487000880287,84252.58796291139,10000.0,0.5,1,1,0,37
39,205839.53156623454,0.20583953156623455,0.0,0.0,6905769.230769221,363461.5384615385,1343556.9128727436,3427832.51020418,1770918.26923077,0,50000.000000000015,3427832.5102041783,68.55665020408357,50104.256681848026,2505.2128340924014,45093.83101366323,2505.2128340924014,86757.80079700379,10000.0,0.5,1,1,0,38
40,168344.48296801877,0.16834448296801877,0.0,0.0,6996634.615384606,272596.1538461539,1346365.2607463137,3556754.9315613788,1820918.26923077,0,50000.00000000002,3556754.931561377,71.13509863122754,50099.02803568515,2504.9514017842575,45089.12523211664,2504.9514017842575,89262.75219878805,10000.0,0.5,1,1,0,39
41,130849.90008227399,0.13084990008227398,0.0,9999.0,7087499.999999991,272596.1538461539,1270575.321732615,3673410.255190463,1870918.2692307702,0,50000.00000000003,3673410.2551904605,73.46820510380921,50108.342285104925,2505.417114255247,45097.50805659443,2505.417114255247,91768.1693130433,10000.0,0.5,1,1,0,40
42,93356.07551127656,0.09335607551127656,0.0,0.0,7178365.384615376,272596.1538461539,1204895.5183153863,3779955.443223076,1920918.2692307704,0,50000.00000000002,3779955.4432230736,75.59910886446147,50123.508580051755,2506.175429002588,45111.15772204658,2506.175429002588,94274.34474204588,10000.0,0.5,1,1,0,41
43,55862.96609823537,0.055862966098235364,0.0,9999.0,7269230.769230761,272596.1538461539,1147643.1092039957,3878073.236949851,1970918.2692307704,0,50000.00000000002,3878073.236949849,77.56146473899697,50137.81173917661,2506.8905869588307,45124.03056525896,2506.8905869588307,96781.23532900472,10000.0,0.5,1,1,0,42
44,18370.376768599766,0.018370376768599768,0.0,9999.0,7360096.153846146,272596.1538461539,1097487.1360925038,3969094.5946767274,2020918.2692307704,0,50000.00000000003,3969094.594676725,79.3818918935345,50148.213407288444,2507.410670364422,45133.392066559594,2507.410670364422,99288.64599936914,10000.0,0.5,1,1,0,43
45,11242.513021262319,0.01124251302126232,0.0,9999.0,7450961.538461531,272596.1538461539,1053361.1373781357,4054085.9780064803,2070918.2692307704,0,18370.376768599766,4085715.601237878,81.71431202475756,24850.260425246408,1242.5130212623203,22365.23438272177,1242.5130212623203,100531.15902063146,10000.0,0.5,1,1,0,44
46,10727.714399630804,0.010727714399630803,0.0,9999.0,7541826.923076916,272596.1538461539,1014400.1098113275,4134287.5450694775,2120543.114349966,0,11242.513021262319,4204299.500398809,84.08599000797618,14554.287992616104,727.7143996308052,13098.859193354494,727.7143996308052,101258.87342026226,10000.0,0.5,1,1,0,45
47,10603.617843788636,0.010603617843788635,0.0,9999.0,7632692.3076923005,272596.1538461539,979894.4165352783,4210467.136611816,2169734.6006990615,0,10727.714399630804,4318942.8638906125,86.37885727781224,12072.356875772713,603.6178437886358,10865.12118819544,603.6178437886358,101862.4912640509,10000.0,0.5,1,1,0,46
48,10565.7417307329,0.0105657417307329,0.0,9999.0,7723557.6923076855,272596.1538461539,949255.6880835838,4283192.700220267,2218513.1501576896,0,10603.617843788636,4429843.359113903,88.59686718227806,11314.834614657979,565.741730732899,10183.351153192181,565.741730732899,102428.2329947838,10000.0,0.5,1,1,0,47
49,10550.100566512469,0.010550100566512469,0.0,9999.0,7814423.0769230705,272596.1538461539,921991.3122073358,4352934.724626361,2266900.886243228,0,10565.7417307329,4537407.377874802,90.74814755749604,11002.011330249356,550.1005665124677,9901.810197224419,550.1005665124677,102978.33356129628,10000.0,0.5,1,1,0,48
50,10541.985563155824,0.010541985563155824,0.0,0.0,7905288.461538455,272596.1538461539,897685.1435810495,4420088.755285177,2314918.408826083,0,10550.100566512469,4642028.83054996,92.84057661099921,10839.711263116447,541.9855631558224,9755.740136804801,541.9855631558224,103520.3191244521,10000.0,0.5,1,1,0,49
51,10537.272751205044,0.010537272751205045,0.0,9999.0,7996153.84615384,272596.1538461539,875982.7649829218,4484990.471241977,2362584.4560827957,0,10541.985563155824,4744054.608200316,94.88109216400633,10745.455024100875,537.2727512050438,9670.909521690786,537.2727512050438,104057.59187565713,10000.0,0.5,1,1,0,50
52,10534.40690187678,0.010534406901876781,0.0,9999.0,8087019.230769225,272596.1538461539,856580.1116700206,4547926.895223722,2409916.070029337,0,10537.272751205044,4843785.373377398,96.87570746754795,10688.138037535622,534.4069018767811,9619.324233782061,534.4069018767811,104591.99877753391,10000.0,0.5,1,1,0,51
53,10532.626202826368,0.010532626202826368,0.0,9999.0,8177884.61538461,272596.1538461539,839214.6037882296,4609145.0404101955,2456928.8173400383,0,10534.40690187678,4941481.858972697,98.82963717945393,10652.524056527365,532.6262028263684,9587.271650874629,532.6262028263684,105124.62498036028,10000.0,0.5,1,1,0,52
54,10531.500549812428,0.01053150054981243,0.0,9999.0,8268749.999999995,272596.1538461539,823658.1654879389,4668858.693355779,2503636.98731013,0,10532.626202826368,5037371.055685546,100.74742111371093,10630.01099624857,531.5005498124285,9567.009896623711,531.5005498124285,105656.1255301727,10000.0,0.5,1,1,0,53
55,10530.773144326595,0.010530773144326594,0.0,9999.0,8359615.38461538,272596.1538461539,809711.6753437415,4727253.796943608,2550053.7584818834,0,10531.500549812428,5131651.429895314,102.63302859790629,10615.462886531888,530.7731443265944,9553.916597878699,530.7731443265944,106186.8986744993,10000.0,0.5,1,1,0,54
56,10530.287906543714,0.010530287906543714,0.0,9999.0,8450480.769230766,272596.1538461539,797200.5115971563,4784492.766238486,2596191.3375489744,0,10530.773144326595,5224497.205112957,104.48994410225914,10605.758130874288,530.2879065437146,9545.18231778686,530.2879065437146,106717.18658104302,10000.0,0.5,1,1,0,55
57,10529.949639547893,0.010529949639547892,0.0,9999.0,8541346.153846152,272596.1538461539,785970.9417458104,4840717.98284743,2642061.075406761,0,10530.287906543714,5316061.871673144,106.32123743346288,10598.992790957862,529.9496395478932,9539.093511862075,529.9496395478932,107247.13622059091,10000.0,0.5,1,1,0,56
58,10529.700401696864,0.010529700401696864,0.0,9999.0,8632211.538461538,272596.1538461539,775887.1687099464,4896054.651307246,2687673.5645981943,0,10529.949639547893,5406481.079684845,108.12962159369691,10594.008033937305,529.7004016968652,9534.607230543575,529.7004016968652,107776.83662228778,10000.0,0.5,1,1,0,57
59,10529.505102499119,0.010529505102499118,0.0,9999.0,8723076.923076924,272596.1538461539,766828.8918643766,4950613.155758976,2733038.7216074173,0,10529.700401696864,5495875.040744103,109.91750081488205,10590.102049982368,529.5051024991185,9531.09184498413,529.5051024991185,108306.3417247869,10000.0,0.5,1,1,0,58
60,10529.342646815603,0.010529342646815603,0.0,0.0,8813942.30769231,272596.1538461539,758689.2752767629,5004491.021803553,2778165.8567658383,0,10529.505102499119,5584350.536844603,111.68701073689206,10586.852936312032,529.3426468156017,9528.16764268083,529.3426468156017,108835.68437160249,10000.0,0.5,1,1,0,59
61,10529.200480629821,0.010529200480629821,0.0,9999.0,8904807.692307696,272596.1538461539,751373.2408229809,5057774.56365478,2823063.733983778,0,10529.342646815603,5672002.613266953,113.44005226533906,10584.009612596423,529.2004806298213,9525.608651336783,529.2004806298213,109364.88485223231,10000.0,0.5,1,1,0,60
62,10529.253806380433,0.010529253806380433,0.0,9999.0,8995673.076923082,272596.1538461539,744796.0227978922,5110540.278194459,2867740.622084573,0,10529.200480629821,5758916.015426797,115.17832030853593,10585.076127608694,529.2538063804346,9526.568514847826,529.2538063804346,109894.13865861275,10000.0,0.5,1,1,0,61
63,10530.297813599664,0.010530297813599664,0.0,9999.0,9086538.461538468,272596.1538461539,738881.9348890065,5162856.033629671,2912204.339173632,0,10529.253806380433,5845166.234144687,116.90332468289374,10605.956271993258,530.297813599663,9545.360644793933,530.297813599663,110424.4364722124,10000.0,0.5,1,1,0,62
64,10531.071144511357,0.010531071144511357,0.0,9999.0,9177403.846153853,272596.1538461539,733563.3111520044,5214782.088593235,2956462.2925624545,0,10530.297813599664,5930819.944683474,118.61639889366947,10621.422890227142,531.0711445113571,9559.28060120443,531.0711445113571,110955.50761672376,10000.0,0.5,1,1,0,63
65,10531.48075026546,0.01053148075026546,0.0,9999.0,9268269.23076924,272596.1538461539,728779.5908118834,5266371.967907593,3000521.518203602,0,10531.071144511357,6015937.978494468,120.31875956988937,10629.61500530924,531.480750265462,9566.653504778316,531.480750265462,111486.98836698923,10000.0,0.5,1,1,0,64
66,10531.62968485097,0.01053162968485097,0.0,0.0,9359134.615384625,272596.1538461539,724476.5229656212,5317673.237879911,3044388.7006929307,0,10531.48075026546,6100574.9502058495,122.01149900411698,10632.593697019372,531.6296848509687,9569.334327317436,531.6296848509687,112018.6180518402,10000.0,0.5,1,1,0,65
67,10531.61748126639,0.01053161748126639,0.0,9999.0,9450000.000000011,272596.1538461539,720605.4720643465,5368728.175111676,3088070.198977826,0,10531.62968485097,6184779.756037659,123.69559512075318,10632.349625327823,531.6174812663912,9569.114662795038,531.6174812663912,112550.23553310659,10000.0,0.5,1,1,0,66
68,10531.51250080468,0.01053151250080468,0.0,9999.0,9540865.384615397,272596.1538461539,717122.8087627563,5419574.351482192,3131572.0705242846,0,10531.61748126639,6268596.186473368,125.37192372946735,10630.250016093612,531.5125008046806,9567.225014484253,531.5125008046806,113081.74803391127,10000.0,0.5,1,1,0,67
69,10531.35745798455,0.01053135745798455,0.0,9999.0,9631730.769230783,272596.1538461539,713989.3736070644,5470245.148914567,3174900.092862985,0,10531.51250080468,6352063.493743639,127.04126987487278,10627.149159691011,531.3574579845506,9564.43424372191,531.3574579845506,113613.10549189581,10000.0,0.5,1,1,0,68
70,10531.17804233474,0.01053117804233474,0.0,9999.0,9722596.153846169,272596.1538461539,711170.0032888891,5520770.214009248,3218059.7827018644,0,10531.35745798455,6435216.891219214,128.70433782438428,10623.5608466948,531.1780423347401,9561.20476202532,531.1780423347401,114144.28353423055,10000.0,0.5,1,1,0,69
71,10530.98936299994,0.01053098936299994,0.0,9999.0,9813461.538461555,272596.1538461539,708633.1109700776,5571175.860673376,3261056.4129719324,0,10531.17804233474,6518087.990111075,130.3617598022215,10619.78725999881,530.9893629999406,9557.80853399893,530.9893629999406,114675.27289723049,10000.0,0.5,1,1,0,70
72,10530.80011848764,0.01053080011848764,0.0,9999.0,9904326.92307694,272596.1538461539,706350.3135944584,5621485.427500649,3303895.028135664,0,10530.98936299994,6600705.182739079,132.0141036547816,10616.002369752798,530.8001184876398,9554.402132777517,530.8001184876398,115206.07301571812,10000.0,0.5,1,1,0,71
73,10530.615169187091,0.010530615169187092,0.0,9999.0,9995192.307692327,272596.1538461539,704296.1002312753,5671719.595591208,3346580.458023672,0,10530.80011848764,6683093.980599158,133.66187961198318,10612.30338374185,530.6151691870926,9551.073045367668,530.6151691870926,115736.68818490522,10000.0,0.5,1,1,0,72
74,10530.437095960588,0.010530437095960587,0.0,9999.0,10086057.692307713,272596.1538461539,702447.5364054008,5721896.6716447,3389117.3304114407,0,10530.615169187091,6765277.313871231,135.3055462774246,10608.741919211763,530.4370959605881,9547.867727290586,530.4370959605881,116267.1252808658,10000.0,0.5,1,1,0,73
75,10530.267137188801,0.010530267137188801,0.0,9999.0,10176923.076923098,272596.1538461539,700784.0001097572,5772032.840460565,3431510.0825066036,0,10530.437095960588,6847275.797686298,136.94551595372596,10605.342743776006,530.2671371888003,9544.808469398406,530.2671371888003,116797.3924180546,10000.0,0.5,1,1,0,74
76,10530.105749861634,0.010530105749861634,0.0,9999.0,10267788.461538484,272596.1538461539,699286.9458025508,5822142.3904036805,3473762.971486079,0,10530.267137188801,6929107.969471701,138.58215938943403,10602.11499723269,530.1057498616345,9541.903497509422,530.1057498616345,117327.49816791623,10000.0,0.5,1,1,0,75
77,10529.952944496603,0.010529952944496603,0.0,9999.0,10358653.84615387,272596.1538461539,697939.6931941039,5872237.914915214,3515880.0841983766,0,10530.105749861634,7010790.500945671,140.21581001891343,10599.058889932065,529.9529444966032,9539.15300093886,529.9529444966032,117857.45111241282,10000.0,0.5,1,1,0,76
78,10529.80848432666,0.01052980848432666,0.0,9999.0,10449519.230769256,272596.1538461539,696727.2380468616,5922330.492748552,3557865.3461276656,0,10529.952944496603,7092338.387763801,141.84676775527603,10596.169686533205,529.8084843266603,9536.552717879886,529.8084843266603,118387.25959673947,10000.0,0.5,1,1,0,77
79,10529.672003151465,0.010529672003151466,0.0,9999.0,10540384.615384642,272596.1538461539,695636.0825642118,5972429.849272996,3599722.529701256,0,10529.80848432666,7173765.119377509,143.4753023875502,10593.440063029311,529.6720031514656,9534.096056726381,529.6720031514656,118916.93159989094,10000.0,0.5,1,1,0,78
80,10529.543074511465,0.010529543074511465,0.0,9999.0,10631250.000000028,272596.1538461539,694654.0832419869,6022544.500901775,3641455.262010085,0,10529.672003151465,7255082.831311966,145.10165662623933,10590.861490229307,529.5430745114653,9531.775341206376,529.5430745114653,119446.4746744024,10000.0,0.5,1,1,0,79
81,10529.42125177849,0.010529421251778491,0.0,9999.0,10722115.384615414,272596.1538461539,693770.3143109601,6072681.884456377,3683067.032001896,0,10529.543074511465,7336302.441783866,146.72604883567732,10588.425035569824,529.4212517784913,9529.582532012842,529.4212517784913,119975.89592618089,10000.0,0.5,1,1,0,80
82,10529.30609091158,0.010529306090911579,0.0,9999.0,10812980.7692308,272596.1538461539,692974.9451171809,6122848.473068795,3724561.1971986406,0,10529.42125177849,7417433.77434125,148.348675486825,10586.1218182316,529.3060909115801,9527.509636408438,529.3060909115801,120505.20201709248,10000.0,0.5,1,1,0,81
83,10529.197162918756,0.010529197162918755,0.0,0.0,10903846.153846186,272596.1538461539,692259.1299758361,6173049.880041371,3765940.9899827936,0,10529.30609091158,7498485.668007067,149.96971336014136,10583.94325837508,529.1971629187541,9525.548932537573,529.1971629187541,121034.39918001123,10000.0,0.5,1,1,0,82
84,10529.094060240875,0.010529094060240876,0.0,9999.0,10994711.538461572,272596.1538461539,691614.9091983871,6223290.951925434,3807209.5234915633,0,10529.197162918756,7579466.076236982,151.58932152473963,10581.881204817517,529.0940602408759,9523.693084335766,529.0940602408759,121563.49324025211,10000.0,0.5,1,1,0,83
85,10528.996399579346,0.010528996399579346,0.0,9999.0,11085576.923076957,272596.1538461539,691035.1201359852,6273575.851941644,3848369.7971531404,0,10529.094060240875,7660382.155854528,153.20764311709056,10579.927991586903,528.9963995793452,9521.935192428213,528.9963995793452,122092.48963983146,10000.0,0.5,1,1,0,84
86,10528.903822673305,0.010528903822673305,0.0,9999.0,11176442.307692343,272596.1538461539,690513.3172077888,6323908.134743342,3889424.7018950237,0,10528.996399579346,7741240.3469985295,154.82480693997059,10578.076453466101,528.9038226733051,9520.26880811949,528.9038226733051,122621.39346250477,10000.0,0.5,1,1,0,85
87,10528.815995922881,0.010528815995922881,0.0,9999.0,11267307.69230773,272596.1538461539,690043.6999933793,6374290.813417172,3930377.0250509884,0,10528.903822673305,7822046.44500565,156.440928900113,10576.319918457632,528.8159959228816,9518.687926611869,528.8159959228816,123150.20945842765,10000.0,0.5,1,1,0,86
88,10528.73260939001,0.01052873260939001,0.0,9999.0,11358173.076923115,272596.1538461539,689621.0485661322,6424726.419520539,3971229.4549902524,0,10528.815995922881,7902805.665052357,158.05611330104713,10574.652187800222,528.7326093900111,9517.186969020202,528.7326093900111,123678.94206781765,10000.0,0.5,1,1,0,87
89,10528.65337548992,0.01052865337548992,0.0,9999.0,11449038.461538501,272596.1538461539,689240.6653308985,6475217.056871547,4011984.5854898626,0,10528.73260939001,7983522.700293587,159.67045400587173,10573.067509798386,528.6533754899193,9515.760758818547,528.6533754899193,124207.59544330757,10000.0,0.5,1,1,0,88
