param_name,expanded_key,param_value,audience_reserve_final,treasury_runway_epochs,final_amm_price,data_asset_value_final
verification_pass_rate_by_cohort,adversarial_whales,0.8888888888888888,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
verification_pass_rate_by_cohort,adversarial_whales,0.9444444444444444,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
verification_pass_rate_by_cohort,adversarial_whales,1.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,5.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,4.555555555555555,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,4.111111111111111,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,3.666666666666667,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,3.2222222222222223,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,2.7777777777777777,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,2.3333333333333335,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,1.8888888888888893,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,1.4444444444444446,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,passive_viewers,1.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,25.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,22.333333333333332,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,19.666666666666668,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,17.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,14.333333333333334,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,11.666666666666668,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,9.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,6.333333333333336,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,3.666666666666668,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,active_viewers,1.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,100.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,89.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,78.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,67.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,56.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,45.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,34.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,23.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,12.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,power_users,1.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,50.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,44.55555555555556,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,39.111111111111114,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,33.666666666666664,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,28.22222222222222,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,22.77777777777778,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,17.33333333333333,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,11.888888888888886,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,6.444444444444443,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
acr_issue_rate_by_cohort,adversarial_whales,1.0,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
ongoing_acr_issue_rate_by_cohort,passive_viewers,0.5,14345685.62364445,9999.0,0.10018043013168891,1437156.956310687
