epoch,audience_reserve,reserve_ratio,treasury,treasury_runway_estimate,total_claims_issued,total_claims_vesting,total_claims_available,total_claims_queued,total_claims_settled,settlement_requested_epoch,settlement_executed_epoch,settlement_queue,settlement_pressure_ratio,utility_spend_epoch,treasury_fees_epoch,provider_payments_epoch,tokens_burned_epoch,cumulative_tokens_burned,ecosystem_inflow_epoch,throttle_multiplier,throttle_active,reserve_floor_breach,repetition_run,iteration_time,run_id,scenario_id,config_hash,seed
37,4994924.846920345,0.998984969384069,4351254.181954258,9999.0,31752.403846153873,2574.519230769231,12260.70768319014,0.0,16917.17693219447,0,219.8613477986875,0.0,0.0,219.53462376858303,54.88365594214575,153.67423663800813,10.976731188429152,250.83639085120353,50000.0,1.0,0,0,0,37,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
38,4994703.04113963,0.998940608227926,4401309.557366688,9999.0,32610.57692307695,2574.519230769231,12379.528157728602,0.0,17656.529534579084,0,221.8057807153843,0.0,0.0,221.5016497191633,55.37541242979083,155.05115480341433,11.075082485958166,261.9114733371617,50000.0,1.0,0,0,0,38,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
39,4994479.394724237,0.9988958789448473,4451365.398132335,9999.0,33468.75000000003,2574.519230769231,12492.213183339301,0.0,18402.017585891463,0,223.6464153937134,-2.842170943040401e-14,-5.684341886080802e-19,223.3630625919255,55.84076564798138,156.35414381434788,11.168153129596277,273.07962646675793,50000.0,1.0,0,0,0,39,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
40,4994254.005611906,0.9988508011223811,4501421.679355073,9999.0,34326.92307692311,2574.519230769231,12599.089219157597,0.0,19153.314626996245,0,225.3891123314346,-2.842170943040401e-14,-5.684341886080802e-19,225.12489094812148,56.28122273703036,157.58742366368503,11.256244547406071,284.335871014164,50000.0,1.0,0,0,0,40,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
41,4994026.966241902,0.9988053932483804,4551478.37755105,9999.0,35185.096153846185,2574.519230769231,12700.464396067848,0.0,19910.11252700907,0,227.03937000384744,-2.842170943040401e-14,-5.684341886080802e-19,226.79278390768457,56.69819597692114,158.7549487353792,11.33963919538423,295.67551020954824,50000.0,1.0,0,0,0,41,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
42,4993798.363891746,0.9987596727783492,4601535.4705606485,9999.0,36043.26923076926,2574.519230769231,12796.629639139193,0.0,20672.1203608608,0,228.6023501555195,-2.842170943040401e-14,-5.684341886080802e-19,228.3720383949355,57.09300959873388,159.86042687645488,11.418601919746777,307.094112129295,50000.0,1.0,0,0,0,42,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
43,4993568.280990681,0.9987136561981361,4651592.93746668,9999.0,36901.44230769234,2574.519230769231,12887.859712513136,0.0,21439.063364409936,0,230.08290106474075,-2.842170943040401e-14,-5.684341886080802e-19,229.8676241271101,57.466906031777526,160.90733688897706,11.493381206355506,318.58749333565055,50000.0,1.0,0,0,0,43,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
44,4993336.795411716,0.9986673590823433,4701650.758518319,9999.0,37759.61538461542,2574.519230769231,12974.41419288661,0.0,22210.681960959537,0,231.4855789648802,-2.842170943040401e-14,-5.684341886080802e-19,231.28420655719236,57.82105163929809,161.89894459003466,11.56421032785962,330.1517036635102,50000.0,1.0,0,0,0,44,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
45,4993103.980743928,0.9986207961487856,4751708.915060309,9999.0,38617.7884615385,2574.519230769231,13056.538377181854,0.0,22986.73085358737,0,232.81466778834996,-2.842170943040401e-14,-5.684341886080802e-19,232.62616796102517,58.156541990256294,162.8383175727176,11.63130839805126,341.78301206156146,50000.0,1.0,0,0,0,45,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
46,4992869.906546546,0.9985739813093092,4801767.389467019,9999.0,39475.961538461575,2574.519230769231,13134.464129496911,0.0,23766.978178195393,0,234.07419738240623,-2.842170943040401e-14,-5.684341886080802e-19,233.89762683940543,58.47440670985136,163.72833878758382,11.694881341970273,353.47789340353177,50000.0,1.0,0,0,0,46,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
47,4992634.638586214,0.9985269277172427,4851826.1650809655,9999.0,40334.13461538465,2574.519230769231,13208.410671982281,0.0,24551.204712633098,0,235.2679603313116,-5.684341886080802e-14,-1.1368683772161604e-18,235.10245578862916,58.77561394715728,164.5717190520404,11.755122789431457,365.23301619296325,50000.0,1.0,0,0,0,47,z1-solvency-stable-v1,z1-solvency-stable-v1,ff716126acee8e14992f7047bed61363405d7c7240f82f537537640f9689d243,42
