epoch,price_p05,price_p50,price_p95,ar_p05,ar_p50,ar_p95,sr_p05,sr_p50,sr_p95
31,0.10804735291403723,0.10815356439213031,0.10822685037726361,8734496.566453455,8734524.269305553,8734554.745911727,0.08288911878880861,0.08293368411887023,0.0829808963568749
32,0.10766857108966721,0.10777425636447413,0.10784716929794971,8773738.28551757,8773766.445985775,8773798.380379712,0.08282890939727201,0.08287745859851287,0.08292616813662307
33,0.10729178832316251,0.10739695298450208,0.10746949408803709,8812981.611260608,8813010.158471085,8813043.882063098,0.08277526501447133,0.08282346049485818,0.08287602101362249
34,0.10691699885671054,0.1070216449183117,0.10709381233073678,8852225.462503558,8852256.035879526,8852300.391642783,0.08272184061585841,0.08277095763527628,0.082825611459482
35,0.10654418742308662,0.1066480469807756,0.10671984501567401,8891472.219001453,8891526.628767338,9391522.24218524,0.08271743421441412,0.08278244316585795,0.0832373791594396
36,0.106173321838437,0.10627641343548502,0.10634784531774367,8930739.068396853,9430727.019412292,9430760.458998479,0.08272253892547055,0.08319239571081005,0.08323120743928174
37,0.10580414590679588,0.10590673065666167,0.10597779751695068,9469937.557509879,9469966.442554256,9470000.859631367,0.08311951950524536,0.08316940268844863,0.08321613834916675
38,0.10543690689072649,0.10553898878940583,0.10560969457222108,9509173.078184236,9509202.259232309,9509236.40940181,0.08308069022534378,0.08313369660789623,0.0831895317512816
39,0.10507159020683539,0.10517317260599196,0.10524351928498583,9548409.651305076,9548438.37761787,9548472.075058423,0.08304363453012442,0.08309668245600205,0.0831509689458148
40,0.10402584937953749,0.10480646957980443,0.10487397066118659,9587646.85563872,9587675.690958833,9587718.861283233,0.08299056827138844,0.08305960975960536,0.0831147279479108
41,0.10434667132590651,0.10445190660525835,0.10454787154577623,9626884.882683067,9626913.66857502,9626957.992159069,0.08295378927785853,0.08302596965867454,0.08307982809332322
42,0.10398704618340521,0.10409175623000616,0.10418724978310782,9666124.04132513,9666152.385265376,9666197.986403687,0.08293802334985902,0.08299183095395665,0.08305823993510933
43,0.10362929077044737,0.10373348048884116,0.10382850376347456,9705364.09675159,9705391.365769293,9705438.985832406,0.08290189764555872,0.0829601381933589,0.08301962631396091
44,0.10327339859337387,0.10337706724163045,0.10347162594450858,9744605.16600124,9744631.850846648,9744681.136025794,0.08287024099816942,0.08292231588337957,0.08298587907898221
45,0.10291935245071168,0.10302250390043963,0.1031166018401619,9783847.509348372,9783874.329540346,9783924.229492448,0.08283426787087556,0.08288936654714125,0.08295462878627506
46,0.1025671383796232,0.10266977526713156,0.10276341470736593,9823090.71822735,9823117.377766475,9823168.274585389,0.0828031007576966,0.08285305820448752,0.08291727254209967
47,0.10221674365279416,0.10231886803344337,0.10241205207638775,9862333.80888638,9862361.192135852,9862413.067859996,0.08276557391271216,0.08282689611849105,0.08288638304442025
48,0.10186815542747445,0.10196977313957925,0.10206250688542727,9859910.771754555,9859939.05187362,9859992.035845473,0.08273503740787129,0.08279338937024217,0.08285754778430268
49,0.10152136650590608,0.1016224773309094,0.10171476496361881,9857488.634982985,9857518.502106987,10357539.332793688,0.08272618808428217,0.08277254188349469,0.08317691677153682
50,0.10117636329282906,0.10127696952053408,0.10136858346227288,9855067.524550617,9855104.314642146,10355117.46839386,0.08272208499139869,0.08276515705020346,0.08318300189433524
51,0.10083312879376052,0.10093312183406816,0.10102417939162364,9852648.797832144,10352651.73043067,10352697.569765352,0.0827168697291251,0.08313908613995859,0.08318538338440438
52,0.10049280692032567,0.10059281690671532,0.10607837421835238,9850255.235428488,10350234.414596507,10350265.857248453,0.08273469253980337,0.08312856680982783,0.08318458047504045
53,0.10015287219820576,0.10025237482177612,0.1057158201221288,10347767.140529292,10347805.282305818,10347834.934149442,0.08303673230169682,0.08310806348495078,0.0831691757918408
54,0.10685680592404204,0.11503027943404748,0.11519113480974895,10345336.420380581,10345375.527278965,10345404.938356115,0.08300587130941058,0.08307305706382774,0.08313339392226758
55,0.11380636460928209,0.1146275379127899,0.1147852603888642,10342907.341298193,10342941.192602888,10342977.771075763,0.08317096138305698,0.08325799583344154,0.08331725890775901
56,0.1133967662856485,0.11421347499234605,0.11437037452327273,10340477.080235232,10340507.053618934,10340553.804503,0.083151661727235,0.08321845343872271,0.08328139182481752
57,0.11298939281714929,0.11380166876841724,0.11395775739818649,10338041.967406554,10338073.613754934,10338121.099209704,0.08311806734391848,0.08318829386365358,0.08324725651709951
58,0.11258423097825467,0.11339210813867734,0.113547386129251,10335608.000537133,10335640.963168496,10335689.248001872,0.08308606455828906,0.08315257503066527,0.0832137028775346
59,0.11218126683974376,0.11298477213625391,0.11313924973949771,10333176.64429942,10333209.41205751,10333258.386248123,0.08305240490795762,0.08311810573137526,0.08318104502081733
60,0.11178048107731718,0.11257964732340164,0.11273333156665785,10330747.595472664,10330779.596531674,10330828.49235163,0.0830152831754175,0.08308551418040461,0.08314874836281407
61,0.11138185694907436,0.11217671779275104,0.11232961253233203,10328318.35616808,10328349.727113374,10328399.49396083,0.08298380113674621,0.0830524834432173,0.08311587228987595
62,0.11098537959182063,0.11177596655199767,0.1119280742410919,10325889.089808118,10325921.392112935,10325971.656688314,0.08295400181073424,0.08301920358562417,0.08308474847809534
63,0.11059103444932052,0.11137737903692596,0.11152870368675724,10323460.438310621,10323494.392788578,10323544.812281648,0.08291902322556485,0.08298318834666449,0.08305208413169232
64,0.11019880324939742,0.11098094023037022,0.11113148630900609,10321032.327171274,10321068.017404221,10321118.890507337,0.08288739947068427,0.08294844561011669,0.08301989388923836
65,0.10980867375640055,0.11058663546699236,0.11073640282024175,10318604.9320512,10318642.079189472,10318693.816307155,0.08286284561590546,0.08291724909278533,0.08298897897149299
66,0.10942062919951932,0.11019444811356341,0.11034343471488232,10316178.69820571,10316217.154166982,10316269.482727328,0.08282590735447079,0.08288497872599729,0.08295429170739009
67,0.10903465709807443,0.10980436220247339,0.10995257918422022,10313754.221495047,10313792.48970173,10313847.82829471,0.08279263592862164,0.0828556047282222,0.08292369454460209
68,0.1086507413180721,0.10941636262691806,0.10956381094928548,10311330.927898757,10311369.04658908,10311444.586299159,0.08276310560828654,0.08282441625411067,0.08289416244429897
69,0.10826886679754213,0.10903043084749339,0.1091771201356983,10308908.703363951,10308947.63121421,10309317.556714535,0.08274035557174851,0.0827950296469539,0.08287317410245922
70,0.10839217574306292,0.10864980422966064,0.10879788018175543,10306487.56552141,10306527.122269694,10806553.29036466,0.08271861452466761,0.08276961464819352,0.08315075140730195
71,0.10801162091140305,0.108267838620584,0.10841523915798368,10304067.512970198,10304111.334155768,10804146.253681801,0.08271663191532286,0.08276683769274368,0.08316242810371316
72,0.10763308342980607,0.10788778212470979,0.10803440486372537,10301650.804326385,10801665.428690324,10801724.701960938,0.08271927426813706,0.0831135221053681,0.08316550240883713
73,0.10725655151158865,0.10750974342152109,0.10765559426184271,10299232.307610909,10799243.83090178,10799294.11637795,0.08272355742369761,0.08310586319318508,0.08316038616128991
74,0.10694432756515189,0.10713804476947517,0.10729221161313579,10796777.793867107,10796816.06223651,10796864.641463786,0.08301165943326878,0.08308487949300597,0.0831504742067934
75,0.10657121323434983,0.10676395006489095,0.10691736217595034,10794352.35891066,10794387.602559943,10794436.13693591,0.0830007415973403,0.08305800692496103,0.08313739042226179
76,0.10620006312533421,0.10639183238663406,0.10654449025924512,10791923.372692298,10791959.113339558,10792008.566100763,0.08297134661245768,0.08302792712176887,0.08310366548412328
77,0.10583086828834533,0.10602167525116682,0.10617358515119982,10789495.264125058,10789531.596606266,10789581.66182631,0.08293507456082042,0.08299322593166732,0.08307006360220755
78,0.10546361188671992,0.1056534655583331,0.10580462847034038,10787067.856024457,10787104.584100809,10787155.4810942,0.08290388504246826,0.08296297366716429,0.08303752946461887
79,0.10509828368806583,0.10528718912627714,0.10543760725028406,10784640.667480506,10784677.700150056,10784730.238988893,0.08287460774613535,0.0829316857204003,0.08300456155737634
80,0.10473486692369864,0.10492282836610595,0.10507250991659937,10782214.26663997,10782251.743958123,10782305.979893008,0.08284230313194348,0.08290311408232562,0.08297187146568377
81,0.10437334852272752,0.10456037034944814,0.10470932434863753,10779788.829100564,10779828.044641163,10779882.527154073,0.08281248915169234,0.08287280767826555,0.08293957209820059
82,0.10401371433560833,0.10419980573704293,0.10434803446898072,10777365.395203948,10777404.35001528,10777461.025373457,0.08278078203829864,0.08283989416230356,0.08290674593140018
83,0.10365595198931345,0.10384111910905068,0.10398862758977707,10774943.39517371,10774981.331645574,10775053.643894935,0.08275570749727404,0.08281065718081651,0.08288142427245851
84,0.10330004641888015,0.10348429312756834,0.10363088828472772,10772521.388081323,10772560.002752222,10772812.822161973,0.08272742711244851,0.08278242925360835,0.08286220224653902
85,0.10294598517886792,0.10312931839928502,0.10327499663027925,10770099.874349708,10770140.86368103,11270165.193894709,0.08271853871393338,0.08276819631107094,0.08313909476911167
86,0.10259375676240609,0.10277618105286947,0.10292094783283186,10767679.13966006,10767739.327759665,11267748.781260412,0.08271737841302068,0.08278590986362375,0.08314243613078917
87,0.10224334836274002,0.10242466064502537,0.10256873398217024,10765266.901240254,11265275.234427089,11265324.249241086,0.08272139880390897,0.08309240830051422,0.08314500300237901
88,0.10189474835740103,0.10207495794399293,0.10221833814572819,10762849.090431098,11262852.221452344,11262895.10559276,0.08272520852371557,0.08308141291310563,0.08313344574442189
89,0.10154773403776411,0.10172705964846956,0.10186974702076598,11260378.284354713,11260427.075143106,11260466.953488734,0.08297802922269222,0.0830617560249602,0.08313782863429016
90,0.10120250241225397,0.10138095592323103,0.10152295257084484,11257952.502091324,11257999.326434433,11258039.138520641,0.0829517538850068,0.08302793958350098,0.0831080793173904
91,0.10085904127179098,0.10103662424702214,0.101177943233261,11255529.934793677,11255572.01653434,11255617.597589113,0.08293992592581631,0.0830048231139241,0.08308216560953983
92,0.10052793519886934,0.10069436120096019,0.10106356485372289,11253105.691875406,11253145.23981012,11253199.687871074,0.0829097365861229,0.08297268805355588,0.08305468628937984
93,0.1002002348143437,0.10035432461362234,0.10505601159582426,11250679.380349275,11250718.503463397,11250773.873203827,0.08288340749611127,0.08294525054480238,0.08302839292663032
94,0.10001395806769084,0.10015202691068303,0.11347588857282125,11248254.230974097,11248292.366956325,11248348.774759213,0.08285121453166072,0.08291593672927017,0.08300828792037947
95,0.1123471731586889,0.11310388144037115,0.11336936449258374,11245824.476045042,11245864.829832256,11245924.539381817,0.08283026505165918,0.08292156800214295,0.08312561554550037
96,0.11194559377188139,0.1126982270344637,0.11296230100857847,11243395.07779868,11243435.503315117,11243496.082787596,0.08296006882109881,0.08302443211062085,0.08309405952691191
97,0.11154617710830561,0.112294769036173,0.11255744490142028,11240966.438051663,11241007.868783755,11241068.62702568,0.08293213380427526,0.08299133512940682,0.08306764818001486
98,0.11114891198981029,0.11189349228647286,0.11215477614882494,11238539.158459308,11238582.0767065,11238642.149380462,0.08290396855569752,0.0829608513325634,0.08304352535075693
99,0.11075377851932282,0.11149437981458704,0.11175428321038501,11236112.27206565,11236157.067797601,11236217.673079377,0.0828784906723565,0.08292988799418705,0.0830112296636782
100,0.11036076419849834,0.11109741703732189,0.1113559500714891,11233686.362359107,11233733.071709309,11233795.006187342,0.08284613320548992,0.0829025266482962,0.08298150103895983
