epoch,price,ar,treasury,sr,cip,vrp,staked
25,0.09161999089084523,8454670.120833337,6145875.63619002,0.1047,0.0,0.0,0.0
26,0.09129792233100066,8492017.912500003,6410180.191595652,0.1047,0.0,0.0,0.0
27,0.09097749749809568,8529365.70416667,6674459.063863819,0.1047,0.0,0.0,0.0
28,0.0906587157456886,8566713.495833335,6938719.726318067,0.1047,0.0,0.0,0.0
29,0.09034157422813749,9104061.287500001,6702967.19231188,0.1047,0.0,0.0,0.0
30,0.09002606837027588,9141409.079166668,6863038.289391221,0.1047,0.0,0.0,0.0
31,0.08971219224085576,9178756.870833334,7023102.204579257,0.1047,0.0,0.0,0.0
32,0.08939993884945024,9216104.662500001,7183160.80830009,0.1047,0.0,0.0,0.0
33,0.08908930038247177,9253452.454166668,7343215.519522884,0.1047,0.0,0.0,0.0
34,0.08878026839075585,9290800.245833334,7503267.431904356,0.1047,0.0,0.0,0.0
35,0.08847283393861326,9328148.0375,7663317.397244541,0.1047,0.0,0.0,0.0
36,0.08816698772222892,9365495.829166666,7760866.082998262,0.1047,0.0,0.0,0.0
37,0.08786272016367354,9402843.620833332,7858414.013449792,0.1047,0.0,0.0,0.0
38,0.08756002148551471,9440191.412499998,7955961.600184432,0.1047,0.0,0.0,0.0
39,0.08725888176999351,9477539.204166662,8053509.165254046,0.1047,0.0,0.0,0.0
40,0.08695929100592305,10014886.995833328,7651056.959155919,0.1047,0.0,0.0,0.0
41,0.08666123912581987,10052234.787499994,7748605.174999524,0.1047,0.0,0.0,0.0
42,0.08636471603526576,10089582.57916666,7846153.959790086,0.1047,0.0,0.0,0.0
43,0.08606971163608983,10126930.370833324,7943703.4234823175,0.1047,0.0,0.0,0.0
44,0.08577571376972168,10164238.598329367,8041258.478157933,0.1047,0.0,0.0,0.0
45,0.08547876229675165,10201193.764996033,8138825.369109307,0.1047,0.0,0.0,0.0
46,0.08518335028982323,10238148.931662701,8236401.765183535,0.1047,0.0,0.0,0.0
47,0.08487769555510986,10274161.798329366,8334089.478540913,0.1047,0.0,0.0,0.0
48,0.08457661027637493,10268743.573329367,8341555.409021091,0.1047,0.0,0.0,0.0
49,0.08428003616918414,10263560.923329366,8349045.275573187,0.1047,0.0,0.0,0.0
50,0.08398791614367604,10258613.848329367,8356539.936493236,0.1047,0.0,0.0,0.0
51,0.08371172174772581,10254844.648329368,8363924.07844758,0.1047,0.0,0.0,0.0
52,0.08343688801757683,10251075.448329367,8371244.090845403,0.1047,0.0,0.0,0.0
53,0.08316340606280956,10247306.248329366,8378525.778056698,0.1047,0.0,0.0,0.0
54,0.08289126705851067,10743537.048329366,7885783.646682537,0.1047,0.0,0.0,0.0
55,0.08262046224610577,10739767.848329365,7893025.977274664,0.1047,0.0,0.0,0.0
56,0.08235098293388385,10735998.648329366,7900257.598510376,0.1047,0.0,0.0,0.0
57,0.08208282049727826,10732229.448329365,7907481.40834322,0.1047,0.0,0.0,0.0
58,0.0818159663789553,10728460.248329364,7914699.211111681,0.1047,0.0,0.0,0.0
59,0.0815504120887511,10724691.048329363,7921912.180670616,0.1047,0.0,0.0,0.0
60,0.08128614920348964,10720921.848329362,7929121.118614402,0.1047,0.0,0.0,0.0
61,0.08102316936670698,10717152.64832936,7936326.599861945,0.1047,0.0,0.0,0.0
62,0.08076146428830316,10713383.448329361,7943529.056027349,0.1047,0.0,0.0,0.0
63,0.08050102574413721,10709614.248329362,7950728.824186394,0.1047,0.0,0.0,0.0
64,0.08024184557557879,10705845.048329363,7957926.176201562,0.1047,0.0,0.0,0.0
65,0.07998391568902657,10702075.848329363,7965121.336968713,0.1047,0.0,0.0,0.0
66,0.07972722805540142,10698306.648329364,7972314.496227458,0.1047,0.0,0.0,0.0
67,0.07947177470962105,10694537.448329363,7979505.816535488,0.1047,0.0,0.0,0.0
68,0.0792175477500614,11190768.248329362,7486695.43888241,0.1047,0.0,0.0,0.0
69,0.07896453933800841,11186999.04832936,7493883.4867954785,0.1047,0.0,0.0,0.0
70,0.07871274169710382,11183229.84832936,7501070.0694414945,0.1047,0.0,0.0,0.0
71,0.07846214711278737,11179460.64832936,7508255.284032281,0.1047,0.0,0.0,0.0
72,0.07821274793173748,11175691.44832936,7515439.217728077,0.1047,0.0,0.0,0.0
73,0.07796453656131187,11171922.24832936,7522621.949166687,0.1047,0.0,0.0,0.0
74,0.07771750546898963,11168153.048329357,7529803.549706022,0.1047,0.0,0.0,0.0
75,0.07747164718181544,11164383.84832936,7536984.084442559,0.1047,0.0,0.0,0.0
76,0.0772269542858469,11160614.648329359,7544163.6130518215,0.1047,0.0,0.0,0.0
77,0.07698003073273375,11156531.348329358,7551352.756645824,0.1047,0.0,0.0,0.0
78,0.0767342901387919,11152448.048329357,7558548.874834294,0.1047,0.0,0.0,0.0
79,0.07648972495787405,11148364.748329358,7565750.281022406,0.1047,0.0,0.0,0.0
80,0.07624904171104667,11144536.654579358,7572947.265864852,0.1047,0.0,0.0,0.0
81,0.07601219461386859,11140963.767079359,7580132.646682421,0.1047,0.0,0.0,0.0
82,0.07577913885163444,11137646.085829357,7587300.863153245,0.1047,0.0,0.0,0.0
83,0.07554983055924556,11634583.610829357,7094447.444561138,0.1047,0.0,0.0,0.0
84,0.07532156204533157,11631521.13582936,7101577.270748169,0.1047,0.0,0.0,0.0
85,0.07509432703146349,11628458.66082936,7108693.598147057,0.1047,0.0,0.0,0.0
86,0.0748681192865315,11625396.185829362,7115798.704149849,0.1047,0.0,0.0,0.0
87,0.07464293262631852,11622333.710829362,7122894.25459306,0.1047,0.0,0.0,0.0
88,0.07441876091307817,11619271.235829363,7129981.517509806,0.1047,0.0,0.0,0.0
89,0.07419559805511688,11616208.760829363,7137061.490729917,0.1047,0.0,0.0,0.0
90,0.07397343800638015,11613146.285829365,7144134.980562341,0.1047,0.0,0.0,0.0
91,0.07375227476604347,11610083.810829366,7151202.65219442,0.1047,0.0,0.0,0.0
92,0.0735321023781069,11607021.335829366,7158265.063340409,0.1047,0.0,0.0,0.0
93,0.07331291493099426,11603958.860829366,7165322.687662455,0.1047,0.0,0.0,0.0
94,0.07309470655715615,11600896.385829369,7172375.931715926,0.1047,0.0,0.0,0.0
95,0.07287747143267725,11597833.910829367,7179425.147625917,0.1047,0.0,0.0,0.0
96,0.07266120377688756,11594771.435829367,7186470.642830813,0.1047,0.0,0.0,0.0
97,0.07244589785197778,12091708.960829368,6693512.687730198,0.1047,0.0,0.0,0.0
98,0.07223154796261835,12088646.485829368,6700551.521782985,0.1047,0.0,0.0,0.0
99,0.07201814845558292,12085584.010829367,6707587.358426652,0.1047,0.0,0.0,0.0
100,0.07180569371937516,12082521.535829365,6714620.389079775,0.1047,0.0,0.0,0.0
101,0.07159417818385988,12079459.060829366,6721650.7864199495,0.1047,0.0,0.0,0.0
102,0.07138359631989759,12076396.585829364,6728678.7070820825,0.1047,0.0,0.0,0.0
103,0.07117394263898293,12073334.110829363,6735704.293889021,0.1047,0.0,0.0,0.0
104,0.07096521169288696,12070271.635829361,6742727.677702555,0.1047,0.0,0.0,0.0
105,0.0707573980733029,12067209.16082936,6749748.97896488,0.1047,0.0,0.0,0.0
106,0.07055049641149559,12064146.68582936,6756768.308986827,0.1047,0.0,0.0,0.0
107,0.0703445013779545,12061084.210829359,6763785.771028381,0.1047,0.0,0.0,0.0
108,0.07013940768205039,12058021.735829357,6770801.46120846,0.1047,0.0,0.0,0.0
109,0.06993521007169531,12054959.260829357,6777815.469274055,0.1047,0.0,0.0,0.0
110,0.06973190333300625,12051896.78582936,6784827.879253355,0.1047,0.0,0.0,0.0
111,0.06952948228997195,12548834.31082936,6291838.770012908,0.1047,0.0,0.0,0.0
112,0.06932794180412334,12545771.835829359,6298848.215735336,0.1047,0.0,0.0,0.0
113,0.06912727677420726,12542709.360829359,6305856.286331063,0.1047,0.0,0.0,0.0
114,0.06892748213586332,12539646.88582936,6312863.047795146,0.1047,0.0,0.0,0.0
115,0.06872855286130432,12536584.41082936,6319868.56251829,0.1047,0.0,0.0,0.0
116,0.06853048395899958,12533521.935829356,6326872.889559553,0.1047,0.0,0.0,0.0
117,0.06833327047336174,12530459.460829357,6333876.084886837,0.1047,0.0,0.0,0.0
118,0.06813690748443652,12527396.985829357,6340878.201590296,0.1047,0.0,0.0,0.0
119,0.0679413901075957,12524334.510829357,6347879.290072799,0.1047,0.0,0.0,0.0
120,0.0677467134932331,12521272.035829358,6354879.398220911,0.1047,0.0,0.0,0.0
121,0.06755287282646374,12518209.560829356,6361878.571559257,0.1047,0.0,0.0,0.0
122,0.06735986332682588,12515147.085829355,6368876.853390619,0.1047,0.0,0.0,0.0
123,0.06716768024798603,12512084.610829353,6375874.284923752,0.1047,0.0,0.0,0.0
124,0.06697631887744714,12509022.135829354,6382870.905390533,0.1047,0.0,0.0,0.0
125,0.0667857745362593,12505959.660829352,6389866.752153842,0.1047,0.0,0.0,0.0
126,0.06659604257873372,13002897.185829353,5896861.860807269,0.1047,0.0,0.0,0.0
127,0.06640711839215928,12999834.710829353,5903856.265267659,0.1047,0.0,0.0,0.0
128,0.06621899739652203,12996772.235829353,5910849.997861264,0.1047,0.0,0.0,0.0
129,0.06603167504422738,12993709.760829354,5917843.089404208,0.1047,0.0,0.0,0.0
130,0.06584514681982516,12990647.285829354,5924835.569277836,0.1047,0.0,0.0,0.0
131,0.06565940823973729,12987584.810829354,5931827.465499452,0.1047,0.0,0.0,0.0
132,0.06547445485198809,12984522.335829357,5938818.804788861,0.1047,0.0,0.0,0.0
133,0.0652902822359375,12981459.860829357,5945809.61263109,0.1047,0.0,0.0,0.0
134,0.06510688600201661,12978397.385829356,5952799.913335599,0.1047,0.0,0.0,0.0
135,0.064924261791466,12975334.910829356,5959789.730092273,0.1047,0.0,0.0,0.0
136,0.06474240527607661,12972272.435829358,5966779.085024423,0.1047,0.0,0.0,0.0
137,0.06456131215793304,12969209.960829359,5973767.9992390135,0.1047,0.0,0.0,0.0
138,0.06438097816915953,12966147.485829359,5980756.492874318,0.1047,0.0,0.0,0.0
139,0.06420139907166825,12963085.01082936,5987744.585145161,0.1047,0.0,0.0,0.0
140,0.06402257065691024,13460022.53582936,5494732.2943859035,0.1047,0.0,0.0,0.0
141,0.06384448874562855,13456960.060829358,5501719.6380913155,0.1047,0.0,0.0,0.0
142,0.06366714918761401,13453897.585829359,5508706.632955448,0.1047,0.0,0.0,0.0
143,0.06349054786146324,13450835.110829357,5515693.294908626,0.1047,0.0,0.0,0.0
144,0.06331468067433903,13447772.635829356,5522679.63915268,0.1047,0.0,0.0,0.0
145,0.06313954356173303,13444710.160829354,5529665.680194489,0.1047,0.0,0.0,0.0
146,0.06296513248723075,13441647.685829354,5536651.431877936,0.1047,0.0,0.0,0.0
147,0.06279144344227887,13438585.210829357,5543636.907414365,0.1047,0.0,0.0,0.0
148,0.06261847244595475,13435522.735829357,5550622.119411603,0.1047,0.0,0.0,0.0
149,0.06244621554473818,13432460.260829357,5557607.0799016375,0.1047,0.0,0.0,0.0
150,0.062274668812285335,13429397.785829358,5564591.80036699,0.1047,0.0,0.0,0.0
