epoch,price,ar,treasury,sr,cip,vrp,staked
19,0.10154994240092861,7761060.855572728,5046716.398614565,0.08330237103784548,0.0,0.0,914.3209714892798
20,0.10115601207086417,7797237.268868168,5310698.401616119,0.0831856571398133,0.0,0.0,954.1781794915612
21,0.10076425880419598,7833421.1787126,5574716.813276972,0.08307207306417173,0.0,0.0,992.1944552783017
22,0.10037470937999365,7869612.347814949,5838766.11931857,0.08296208430785819,0.0,0.0,1028.7222541476467
23,0.11044356030162418,7906323.218511413,6076667.940630779,0.08285552301281165,0.0,0.0,1061.098038125966
24,0.11001528701173305,7943542.25537985,6340723.093469107,0.08293948341688341,0.0,0.0,1088.0805350396213
25,0.10959888789780843,7981279.403523841,6604763.306882134,0.08283570008272395,0.0,0.0,1108.693838414482
26,0.10919417952484084,8019533.223987586,6868779.895523813,0.08273566552537562,0.0,0.0,1122.5565163838933
27,0.10879127987932023,8557767.102790002,6632783.576975996,0.0832190997394223,0.0,0.0,1132.453797395587
28,0.10839062861982045,8596005.195865968,6896779.207509352,0.08311693553211064,0.0,0.0,1138.4537009497328
29,0.10799221765181027,8634247.381059574,7160770.323509388,0.0830177326802539,0.0,0.0,1140.5745495193837
30,0.10759601061325187,8672492.073375467,7320592.888076276,0.08295695395814566,0.0,0.0,1138.8917155039344
31,0.10720199717880878,8710739.220021075,7480415.44059724,0.08289745505600792,0.0,0.0,1133.3261058564685
32,0.10681016570770611,8748988.769853601,7640239.370699844,0.08283919597913154,0.0,0.0,1122.9563735170736
33,0.10642050355136255,8787240.67332361,7800065.901958582,0.08278213810074202,0.0,0.0,1109.8165734230038
34,0.10603299729651897,8825494.882370679,7959894.9263363425,0.08272624532361442,0.0,0.0,1094.775944066094
35,0.10564725448110757,9363729.529069964,7619726.940062617,0.08320048405770598,0.0,0.0,1080.7887741046484
36,0.10526363243586802,9401965.759718923,7717060.555644368,0.08316208527778109,0.0,0.0,1069.1864079545974
37,0.10488211691750494,9440203.54931157,7814394.596749762,0.0831242927034899,0.0,0.0,1060.832810830651
38,0.1045026934604983,9478442.873417625,7911728.115394501,0.08308709237842375,0.0,0.0,1056.37133809964
39,0.10412534745374805,9516683.7081676,8009060.297143497,0.08305047070764106,0.0,0.0,1053.7932453964208
40,0.1037500642016562,9554926.030270042,8106391.479299561,0.08301441367817625,0.0,0.0,1052.0533859349675
41,0.10337682897157753,9593169.81698055,8203722.20776014,0.08297890802806572,0.0,0.0,1050.4814886116462
42,0.10300562703125705,9631415.04608015,8301053.005224177,0.08294394101979156,0.0,0.0,1048.648874894819
43,0.1026364436782269,9669661.695856342,8398384.295296518,0.08290950037508212,0.0,0.0,1046.2633764646616
44,0.10226874694391266,9707878.427957725,8495720.229951343,0.08287557422388563,0.0,0.0,1044.1198033921096
45,0.10189845569199768,9745817.199191485,8593065.325989462,0.08284212073127915,0.0,0.0,1042.653166001432
46,0.10153019645827872,9783757.46587893,8690417.479435734,0.08280888842709339,0.0,0.0,1041.660130373451
47,0.10115184808025934,9820954.220867004,8787857.0387468,0.08277614219616966,0.0,0.0,1062.83784902962
48,0.10077864970237932,9816672.359546227,8795049.145822052,0.0827412815609214,0.0,0.0,1092.1151854886157
49,0.1004101510356414,10312554.629663877,8302248.484993958,0.08318646226972419,0.0,0.0,1124.1895677781108
50,0.0708760606797009,10809875.536416389,7772319.077753429,0.056700386190208535,0.0,0.0,1116.8124121378353
51,0.07906994305171962,10807653.995665826,7740912.857243897,0.06170946529341782,0.0,0.0,1103.899459415473
52,0.0886339671386347,10805210.450897321,7707934.848321304,0.0678762435696083,0.0,0.0,1089.6556340325433
53,0.0999014973028672,10802508.595146595,7673262.620528629,0.07505154863127106,0.0,0.0,1076.1242103075735
54,0.11329947071414778,10799503.32239647,7636749.774027659,0.08347979861456055,0.0,0.0,1064.5777546681343
55,0.11292841557429703,10796489.157702656,7643723.098694387,0.08372679705041548,0.0,0.0,1054.0442085218112
56,0.11254767802913829,10793476.309534857,7650699.984987394,0.08369022688330531,0.0,0.0,1043.281825985507
57,0.1121608245236344,10790464.76938237,7657679.806909857,0.0836538931246734,0.0,0.0,1031.9756291376193
58,0.11177012281444727,10787454.528820436,7664661.889653646,0.0836177933870859,0.0,0.0,1020.421522594569
59,0.11137709196679985,10784445.579502238,7671645.60274084,0.08358192550557138,0.0,0.0,993.7218173545938
60,0.11098279706761766,10781437.913327776,7678639.536243477,0.0835462826239542,0.0,0.0,964.6351048379395
61,0.1105880125169855,10778431.522127485,7685640.709734349,0.08351086667477202,0.0,0.0,936.4843802059962
62,0.110193316520683,10775426.397773983,7692645.515688704,0.0834756764862057,0.0,0.0,940.2036159284405
63,0.10979914863555057,10772422.531879677,7699635.929163351,0.08344071928626356,0.0,0.0,945.3108805482891
64,0.10940584680506311,10769419.916479193,7706617.431695895,0.08340598334678273,0.0,0.0,949.7816129235937
65,0.1090136724521594,10766418.5437021,7713593.948138602,0.08337146603034823,0.0,0.0,952.7418715856995
66,0.1086228282830641,10763418.405759716,7720567.955255141,0.08333716506617217,0.0,0.0,953.5429782821286
67,0.10823347137694597,10760419.494942158,7727541.067551972,0.08330307826551589,0.0,0.0,953.1488219821847
68,0.10784572306585873,10757421.80360051,7734513.780354595,0.0832692039347108,0.0,0.0,951.7576673766176
69,0.10745967653053842,10754425.324154729,7741486.396420658,0.08323554016061992,0.0,0.0,949.6519544687142
70,0.10707540271184801,10751430.049092017,7748459.002025149,0.08320208507528257,0.0,0.0,947.0572543458532
71,0.10669295494853927,10748435.970966721,7755431.57570165,0.08316883681383938,0.0,0.0,939.6770390097981
72,0.1063123726353041,10745443.082446303,7762406.775483085,0.08313579223385098,0.0,0.0,929.5937741321131
73,0.10593368411499045,10742451.376242835,7769384.81948178,0.0831029500962877,0.0,0.0,918.5407190363914
74,0.1055569089724945,10739460.84511725,7776364.8040147945,0.0830703090440406,0.0,0.0,914.4968744741242
75,0.10518205985442582,10736471.481816063,7783341.534692262,0.08303786947748579,0.0,0.0,913.391980177126
76,0.10480914391763237,10733483.27919564,7790314.635880475,0.08300562834511066,0.0,0.0,913.2638669399469
77,0.10443392419302577,10730247.309447536,7797293.434241203,0.08297358328467093,0.0,0.0,914.6789596550473
78,0.10406068680518789,10727012.590601508,7804276.14930412,0.08294150887257247,0.0,0.0,916.5940781265364
79,0.1036894279262086,10723779.115094893,7811262.106470205,0.08290962837473893,0.0,0.0,918.7512530417201
80,0.10332352751903942,10720748.890414964,7818244.039926546,0.0828779399638576,0.0,0.0,919.83840205778
81,0.10296292166314697,10717921.749454167,7825217.053843646,0.0828466215618426,0.0,0.0,919.1706228384325
82,0.10260754649205782,10715297.52792732,7832177.451699271,0.0828156694863287,0.0,0.0,916.3469213470696
83,0.10225733845347505,10712876.064331701,7839122.24698969,0.08278508019211135,0.0,0.0,909.7688899619441
84,0.10190892269483055,10710455.48497305,7846056.53839232,0.08275484986836912,0.0,0.0,900.4817538456828
85,0.10156228950449808,10708035.784636034,7852983.112168537,0.08272479784668868,0.0,0.0,889.4977231281835
86,0.10121721996224706,11205604.112930005,7359903.818007655,0.08313407541974491,0.0,0.0,879.6447114760135
87,0.10087391503278742,11203173.347911442,7366818.025154403,0.08310307755777746,0.0,0.0,870.7999692808587
88,0.10053236390767889,11200743.484248804,7373725.788961796,0.08307226197053814,0.0,0.0,862.3989325478543
89,0.10019255559725505,11198314.516661827,7380627.744744794,0.08304162690514724,0.0,0.0,852.8791792569691
90,0.11297331220804072,11195886.439928537,7347546.31772092,0.08301117036878979,0.0,0.0,842.6192803562782
91,0.11256854362797188,11193454.169939887,7354440.166691445,0.08315452952650684,0.0,0.0,831.840090604707
92,0.1121659623435634,11191022.81129105,7361330.8532568365,0.08312337260978185,0.0,0.0,821.5809274524627
93,0.11176555299396304,11188592.3586091,7368218.305400918,0.08309239938281847,0.0,0.0,812.3799137046888
94,0.11136730025268261,11186162.80656417,7375102.372243857,0.08306160837367664,0.0,0.0,804.5809198735469
95,0.1109711888487161,11183734.149870548,7381982.903605415,0.08303099807256363,0.0,0.0,798.0284206325987
96,0.11057720358307974,11181306.383290123,7388860.0039089285,0.08300056685212773,0.0,0.0,791.8398277624674
97,0.11018532934170895,11178879.501637418,7395734.154253043,0.08297031291304527,0.0,0.0,785.8069473204175
98,0.10979555110523263,11176453.499773545,7402605.684243153,0.0829402346623734,0.0,0.0,780.4796825918893
99,0.10940785395642824,11174028.372599851,7409474.405172628,0.08291033072457885,0.0,0.0,775.9916872931199
100,0.10902222308601077,11171604.11506085,7416340.141455253,0.08288059962399691,0.0,0.0,772.152881528637
101,0.1086386437969429,11169180.722146194,7423202.936744877,0.08285103981731655,0.0,0.0,768.5146437703931
102,0.10825710150757602,11166758.18889204,7430063.109840924,0.08282164971471914,0.0,0.0,764.9317030552845
103,0.10787758175379591,11164336.51037811,7436920.955754562,0.08279242782671387,0.0,0.0,761.3206995193068
104,0.10750007019047943,11161915.68172673,7443776.720274121,0.08276337269681443,0.0,0.0,757.8256308304487
105,0.10712455259235565,11159495.698100656,7450630.500653042,0.08273448294267834,0.0,0.0,754.5568630415519
106,0.10675079768492529,11657064.214947391,6957482.750839076,0.08312762917150632,0.0,0.0,751.6611103500168
107,0.10637901153462306,11654633.60233438,6964333.357965977,0.08309786711152589,0.0,0.0,749.0447425686748
108,0.10600918024023308,11652203.855347097,6971182.349259935,0.08306827306950854,0.0,0.0,746.4952871215803
109,0.1056412900208551,11649774.969114061,6978029.890075277,0.0830388455737679,0.0,0.0,743.9288942571663
110,0.10527532721528655,11647346.938805336,6984876.136774582,0.08300958320430044,0.0,0.0,741.5254581836846
111,0.10491127828125626,11644919.75963006,6991721.076665573,0.08298048462481342,0.0,0.0,739.4164794245855
112,0.1045491297945971,11642493.426836453,6998564.634146205,0.08295154849936694,0.0,0.0,737.609214962177
113,0.10418886844834888,11640067.93571233,7005406.775537409,0.08292277347434297,0.0,0.0,735.9874827289633
114,0.10383048105180051,11637643.281585554,7012247.565407756,0.08289415818036111,0.0,0.0,734.4711876016929
115,0.10347395452946645,11635219.459823305,7019087.100319272,0.08286570127349416,0.0,0.0,733.0106835903082
116,0.10311927592003303,11632796.465831399,7025925.476092484,0.0828374014327433,0.0,0.0,731.6234206233054
117,0.10276643237527752,11630374.295053374,7032762.748302248,0.08280925736838966,0.0,0.0,730.3385514804498
118,0.10241541115897973,11627952.942970011,7039598.944389904,0.0827812678072972,0.0,0.0,729.1212369156158
119,0.10206619964583347,11625532.405099392,7046434.10556392,0.08275343147420067,0.0,0.0,727.9800512029968
120,0.10171878532034026,11623112.676996175,7053268.269428989,0.08272574711853739,0.0,0.0,726.8546525108162
121,0.1013729629865904,12120681.916190231,6560101.909498477,0.08310293353651946,0.0,0.0,725.7677801203793
122,0.10102891561921386,12118251.988649039,6566934.977344128,0.0830744458527393,0.0,0.0,724.7303070468796
123,0.10068663099471235,12115822.889860101,6573767.439588037,0.0830461124423621,0.0,0.0,723.7880513037802
124,0.10034609699542443,12113394.6153471,6580599.251227067,0.08301793206846067,0.0,0.0,722.9630840458792
125,0.10000730160844139,12110967.160669688,6587430.376592544,0.0829899035012971,0.0,0.0,722.2316345428288
126,0.1110817182777844,12108540.521423431,6563199.353956889,0.0829620255130727,0.0,0.0,721.5630821915745
127,0.11068716423466547,12106110.633904278,6570029.261406665,0.08307307757791835,0.0,0.0,720.9563234218076
128,0.11029472497550562,12103681.57573922,6576858.623880319,0.08304472359169746,0.0,0.0,720.398109162561
129,0.10990438530153437,12101253.342445185,6583687.44093441,0.08301652287298375,0.0,0.0,719.8917726025928
130,0.10951613015129366,12098825.929575274,6590515.7113468805,0.08298847418499414,0.0,0.0,719.434453897527
131,0.10912994459914668,12096399.33271842,6597343.437813072,0.08296057630267535,0.0,0.0,719.0239086576505
132,0.10874581385380357,12093973.547499005,6604170.625968713,0.08293282801427826,0.0,0.0,718.6382907945542
133,0.10836372325686763,12091548.569576606,6610997.295807761,0.08290522811624834,0.0,0.0,718.1989437706991
134,0.10798365828140369,12089124.394646032,6617823.500211583,0.08287777540428135,0.0,0.0,717.7364842336978
135,0.10760560453050291,12086701.018436158,6624649.258154599,0.08285046871367045,0.0,0.0,717.2796738560609
136,0.10722954773587974,12084278.43670959,6631474.569884375,0.08282330689120274,0.0,0.0,716.8488170598675
137,0.10685547375648755,12081856.645262377,6638299.429566737,0.08279628879358232,0.0,0.0,716.4467686718394
138,0.10648336857715167,12079435.63992378,6645123.837918624,0.08276941328531408,0.0,0.0,716.0673008255762
139,0.10611321830721895,12077015.416555988,6651947.80416712,0.08274267924074219,0.0,0.0,715.6835342237837
140,0.10574500917922522,12074595.971053906,6658771.350856113,0.08271608554125817,0.0,0.0,715.3027389169586
141,0.1053785310650716,12572165.914317288,6165594.874332911,0.08307886279035391,0.0,0.0,714.9963536087249
142,0.10501396947277471,12569736.657190511,6172418.255188305,0.08305152570171476,0.0,0.0,714.7386647208493
143,0.10465131096474012,12567308.195508095,6179241.434386665,0.08302433102279815,0.0,0.0,714.5182567037469
144,0.10429054222181776,12564880.525137065,6186064.379477175,0.08299727764203171,0.0,0.0,714.3233471523774
145,0.1039316500420415,12562453.641976623,6192887.074646094,0.08297036445952397,0.0,0.0,714.1319596446941
146,0.1035746213393855,12560027.541957876,6199709.520385525,0.08294359038450265,0.0,0.0,713.9418376833435
147,0.10321944314253269,12557602.221043365,6206531.715560776,0.08291695434225256,0.0,0.0,713.7585337369912
148,0.1028661025936601,12555177.675226692,6213353.654506334,0.08289045527090386,0.0,0.0,713.5886689007758
149,0.10251458694723994,12552753.900532192,6220175.32925516,0.08286409211965087,0.0,0.0,713.4345026053231
150,0.10216488356885613,12550330.893014655,6226996.733843424,0.08283786384737206,0.0,0.0,713.2942507180298
